pe,run,task_id,op_name,start_ts,end_ts,wait_start_ts
0,0,578,GEMM(13,10,5),1777921437602876416,1777921437912740864,1777921437602872320
0,0,579,GEMM(14,10,5),1777921437912748032,1777921438208526336,1777921437912743936
0,0,580,GEMM(15,10,5),1777921438208533504,1777921438518189056,1777921438208529408
0,0,586,SYRK(12,12,5),1777921438518195200,1777921438663695360,1777921438518192128
0,0,587,GEMM(13,12,5),1777921438663702528,1777921438970665984,1777921438663698432
0,0,588,GEMM(14,12,5),1777921438970674176,1777921439260084224,1777921438970670080
0,0,589,GEMM(15,12,5),1777921439260091392,1777921439566893056,1777921439260087296
0,0,593,SYRK(14,14,5),1777921439566900224,1777921439716618240,1777921439566897152
0,0,594,GEMM(15,14,5),1777921439716625408,1777921440026195968,1777921439716622336
0,0,596,POTRF(6),1777921440026200064,1777921440043099136,0
0,0,597,TRSM(7,6),1777921440043100160,1777921440090245120,0
0,0,598,TRSM(8,6),1777921440090251264,1777921440137468928,0
0,0,599,TRSM(9,6),1777921440137476096,1777921440184491008,0
0,0,600,TRSM(10,6),1777921440184499200,1777921440231501824,0
0,0,601,TRSM(11,6),1777921440231510016,1777921440278585344,0
0,0,602,TRSM(12,6),1777921440278593536,1777921440325686272,0
0,0,603,TRSM(13,6),1777921440325694464,1777921440372720640,0
0,0,604,TRSM(14,6),1777921440372729856,1777921440419748864,0
0,0,605,TRSM(15,6),1777921440419757056,1777921440466783232,0
0,0,615,SYRK(8,8,6),1777921440466793472,1777921440508569600,0
0,0,616,GEMM(9,8,6),1777921440508573696,1777921440587866112,0
0,0,617,GEMM(10,8,6),1777921440587870208,1777921440667168768,0
0,0,618,GEMM(11,8,6),1777921440667171840,1777921440746472448,0
0,0,619,GEMM(12,8,6),1777921440746475520,1777921440825762816,0
0,0,620,GEMM(13,8,6),1777921440825765888,1777921440905066496,0
0,0,621,GEMM(14,8,6),1777921440905069568,1777921440984368128,0
0,0,622,GEMM(15,8,6),1777921440984371200,1777921441063663616,0
0,0,630,SYRK(10,10,6),1777921441063667712,1777921441105451008,0
0,0,631,GEMM(11,10,6),1777921441105454080,1777921441184755712,0
0,0,632,GEMM(12,10,6),1777921441184758784,1777921441264061440,0
0,0,633,GEMM(13,10,6),1777921441264064512,1777921441343376384,0
0,0,634,GEMM(14,10,6),1777921441343379456,1777921441422679040,0
0,0,635,GEMM(15,10,6),1777921441422682112,1777921441501976576,0
0,0,641,SYRK(12,12,6),1777921441501980672,1777921441543761920,0
0,0,642,GEMM(13,12,6),1777921441543764992,1777921441623050240,0
0,0,643,GEMM(14,12,6),1777921441623054336,1777921441702336512,0
0,0,644,GEMM(15,12,6),1777921441702340608,1777921441781629952,0
0,0,648,SYRK(14,14,6),1777921441781634048,1777921441823414272,0
0,0,649,GEMM(15,14,6),1777921441823418368,1777921441902716928,0
0,0,660,SYRK(8,8,7),1777921447162466304,1777921447307902976,1777921441902721024
0,0,661,GEMM(9,8,7),1777921447307910144,1777921447615019008,1777921447307907072
0,0,662,GEMM(10,8,7),1777921447615026176,1777921447904562176,1777921447615022080
0,0,663,GEMM(11,8,7),1777921447904569344,1777921448211574784,1777921447904566272
0,0,664,GEMM(12,8,7),1777921448211581952,1777921448499475456,1777921448211577856
0,0,665,GEMM(13,8,7),1777921448499482624,1777921448806596608,1777921448499478528
0,0,666,GEMM(14,8,7),1777921448806604800,1777921449096056832,1777921448806600704
0,0,667,GEMM(15,8,7),1777921449096064000,1777921449403103232,1777921449096060928
0,0,675,SYRK(10,10,7),1777921449403110400,1777921449552700416,1777921449403106304
0,0,676,GEMM(11,10,7),1777921449552707584,1777921449862487040,1777921449552704512
0,0,677,GEMM(12,10,7),1777921449862495232,1777921450146899968,1777921449862491136
0,0,678,GEMM(13,10,7),1777921450146907136,1777921450456755200,1777921450146904064
0,0,679,GEMM(14,10,7),1777921450456763392,1777921450752419840,1777921450456759296
0,0,680,GEMM(15,10,7),1777921450752427008,1777921451062189056,1777921450752422912
0,0,686,SYRK(12,12,7),1777921451062196224,1777921451207770112,1777921451062193152
0,0,687,GEMM(13,12,7),1777921451207777280,1777921451514678272,1777921451207773184
0,0,688,GEMM(14,12,7),1777921451514686464,1777921451804066816,1777921451514682368
0,0,689,GEMM(15,12,7),1777921451804073984,1777921452111071232,1777921451804070912
0,0,693,SYRK(14,14,7),1777921452111078400,1777921452260517888,1777921452111075328
0,0,694,GEMM(15,14,7),1777921452260525056,1777921452570195968,1777921452260520960
0,0,696,POTRF(8),1777921452570199040,1777921452587100160,0
0,0,697,TRSM(9,8),1777921452587102208,1777921452634120192,0
0,0,698,TRSM(10,8),1777921452634126336,1777921452681319424,0
0,0,699,TRSM(11,8),1777921452681326592,1777921452728571904,0
0,0,700,TRSM(12,8),1777921452728581120,1777921452775723008,0
0,0,701,TRSM(13,8),1777921452775730176,1777921452822864896,0
0,0,702,TRSM(14,8),1777921452822872064,1777921452869933056,0
0,0,703,TRSM(15,8),1777921452869940224,1777921452917027840,0
0,0,711,SYRK(10,10,8),1777921452917036032,1777921452958819328,0
0,0,712,GEMM(11,10,8),1777921452958822400,1777921453038131200,0
0,0,713,GEMM(12,10,8),1777921453038135296,1777921453117435904,0
0,0,714,GEMM(13,10,8),1777921453117440000,1777921453196763136,0
0,0,715,GEMM(14,10,8),1777921453196766208,1777921453276092416,0
0,0,716,GEMM(15,10,8),1777921453276095488,1777921453355412480,0
0,0,722,SYRK(12,12,8),1777921453355416576,1777921453397202944,0
0,0,723,GEMM(13,12,8),1777921453397207040,1777921453476517888,0
0,0,724,GEMM(14,12,8),1777921453476521984,1777921453555815424,0
0,0,725,GEMM(15,12,8),1777921453555818496,1777921453635103744,0
0,0,729,SYRK(14,14,8),1777921453635107840,1777921453676893184,0
0,0,730,GEMM(15,14,8),1777921453676897280,1777921453756204032,0
0,0,739,SYRK(10,10,9),1777921457068022784,1777921457217744896,1777921453756208128
0,0,740,GEMM(11,10,9),1777921457217752064,1777921457527682048,1777921457217748992
0,0,741,GEMM(12,10,9),1777921457527689216,1777921457812033536,1777921457527686144
0,0,742,GEMM(13,10,9),1777921457812041728,1777921458121867264,1777921457812037632
0,0,743,GEMM(14,10,9),1777921458121875456,1777921458417681408,1777921458121870336
