pe,run,task_id,op_name,start_ts,end_ts,wait_start_ts
2,0,4,TRSM_L(0,2),1777844079819208960,1777844091311997184,1777844079683285248
2,0,12,TRSM_L(0,6),1777844079819208960,1777844090160173312,1777844079683295488
2,0,20,TRSM_L(0,10),1777844079819208960,1777844089405660416,1777844079683303680
2,0,28,TRSM_L(0,14),1777844079819208960,1777844091571853568,1777844079683310848
2,0,137,GEMM(8,2,0),1777844091572233472,1777844092179401984,1777844091312787712
2,0,141,GEMM(8,6,0),1777844090431755520,1777844091572029696,1777844090420886784
2,0,145,GEMM(8,10,0),1777844089408625920,1777844090420886784,1777844089407875328
2,0,149,GEMM(8,14,0),1777844092181504256,1777844093096814848,1777844091796578560
2,0,152,GEMM(9,2,0),1777844086149121280,1777844089097697536,1777844086146728192
2,0,156,GEMM(9,6,0),1777844086149214464,1777844089097697536,1777844086148139264
2,0,160,GEMM(9,10,0),1777844086149214464,1777844089097697536,1777844086148139264
2,0,164,GEMM(9,14,0),1777844086149214464,1777844089097698560,1777844086148140288
2,0,167,GEMM(10,2,0),1777844091572960512,1777844093096378624,1777844091312870656
2,0,171,GEMM(10,6,0),1777844090431788288,1777844091311997184,1777844090420886784
2,0,175,GEMM(10,10,0),1777844089408755968,1777844090420886784,1777844089407875328
2,0,179,GEMM(10,14,0),1777844092181504256,1777844093124111616,1777844091796578560
2,0,182,GEMM(11,2,0),1777844086149122304,1777844089097697536,1777844086148139264
2,0,186,GEMM(11,6,0),1777844086149214464,1777844089097698560,1777844086148139264
2,0,190,GEMM(11,10,0),1777844086149275904,1777844089097699584,1777844086148139264
2,0,194,GEMM(11,14,0),1777844086149215488,1777844089097698560,1777844086148140288
2,0,197,GEMM(12,2,0),1777844091571852544,1777844092179401984,1777844091313025280
2,0,201,GEMM(12,6,0),1777844090431755520,1777844091311997184,1777844090420886784
2,0,205,GEMM(12,10,0),1777844089544273152,1777844091311997184,1777844089407875328
2,0,209,GEMM(12,14,0),1777844092181504256,1777844093096378624,1777844091796578560
2,0,212,GEMM(13,2,0),1777844086149214464,1777844089097698560,1777844086148139264
2,0,216,GEMM(13,6,0),1777844086149214464,1777844089097697536,1777844086148139264
2,0,220,GEMM(13,10,0),1777844086149214464,1777844089097698560,1777844086148140288
2,0,224,GEMM(13,14,0),1777844086149275904,1777844089111218432,1777844086148140288
2,0,227,GEMM(14,2,0),1777844091313666304,1777844092179400960,1777844091313182976
2,0,231,GEMM(14,6,0),1777844090431601920,1777844091311997184,1777844090420886784
2,0,235,GEMM(14,10,0),1777844089408754944,1777844090430177536,1777844089407875328
2,0,239,GEMM(14,14,0),1777844092181504256,1777844093096379648,1777844091949861120
2,0,242,GEMM(15,2,0),1777844086149274880,1777844089098218752,1777844086148164864
2,0,246,GEMM(15,6,0),1777844086149214464,1777844089097697536,1777844086148139264
2,0,250,GEMM(15,10,0),1777844086149274880,1777844089097698560,1777844086148140288
2,0,254,GEMM(15,14,0),1777844086149255424,1777844089098167552,1777844086148140288
2,0,258,TRSM_L(1,2),1777844093196374272,1777844103787895040,1777844092180659456
2,0,266,TRSM_L(1,6),1777844093196374272,1777844103792534784,1777844092179399936
2,0,274,TRSM_L(1,10),1777844093196374272,1777844103789000960,1777844090430050560
2,0,282,TRSM_L(1,14),1777844093196374272,1777844103792533760,1777844093099932928
2,0,285,GEMM(2,2,1),1777844094813374720,1777844099071781120,1777844089111218432
2,0,289,GEMM(2,6,1),1777844094602433792,1777844099071781120,1777844089111217408
2,0,293,GEMM(2,10,1),1777844094602433792,1777844099071781120,1777844089111218432
2,0,297,GEMM(2,14,1),1777844094813373696,1777844099071781120,1777844089111218432
2,0,299,GEMM(3,2,1),1777844095036837120,1777844099071782144,1777844093099290880
2,0,303,GEMM(3,6,1),1777844095346035968,1777844099071782144,1777844092179399936
2,0,307,GEMM(3,10,1),1777844095346119936,1777844099083924736,1777844090430050560
2,0,311,GEMM(3,14,1),1777844094813374720,1777844099071781120,1777844093124139264
2,0,313,GEMM(4,2,1),1777844094813374720,1777844099071781120,1777844089111219456
2,0,317,GEMM(4,6,1),1777844095036837120,1777844099071782144,1777844089111217408
2,0,321,GEMM(4,10,1),1777844094813555968,1777844099071782144,1777844089111218432
2,0,325,GEMM(4,14,1),1777844094813374720,1777844099071781120,1777844089111218432
2,0,327,GEMM(5,2,1),1777844094409477376,1777844096088114432,1777844093099477248
2,0,331,GEMM(5,6,1),1777844094409633024,1777844098654242048,1777844092179400960
2,0,335,GEMM(5,10,1),1777844094409478400,1777844099041006848,1777844091313543424
2,0,339,GEMM(5,14,1),1777844094409478400,1777844097785513216,1777844093124140288
2,0,341,GEMM(6,2,1),1777844093267174656,1777844094409477376,1777844089111219456
2,0,345,GEMM(6,6,1),1777844093267174656,1777844095535549696,1777844089111218432
2,0,349,GEMM(6,10,1),1777844093267471616,1777844094409477376,1777844089111218432
2,0,353,GEMM(6,14,1),1777844093267174656,1777844094409477376,1777844089113854208
2,0,355,GEMM(7,2,1),1777844095036837120,1777844099071782144,1777844093099762944
2,0,359,GEMM(7,6,1),1777844094813374720,1777844099071781120,1777844092179400960
2,0,363,GEMM(7,10,1),1777844095036837120,1777844099071782144,1777844091571852544
2,0,367,GEMM(7,14,1),1777844094409903360,1777844099071780096,1777844093124140288
2,0,369,GEMM(8,2,1),1777844094813417728,1777844099071782144,1777844089111219456
2,0,373,GEMM(8,6,1),1777844094602433792,1777844099072098560,1777844089111218432
2,0,377,GEMM(8,10,1),1777844094813373696,1777844099071781120,1777844089111218432
2,0,381,GEMM(8,14,1),1777844095036836096,1777844099071782144,1777844089113854208
2,0,383,GEMM(9,2,1),1777844103793411328,1777844104926628096,1777844103788999936
2,0,387,GEMM(9,6,1),1777844105445655808,1777844106470902016,1777844103794290944
2,0,391,GEMM(9,10,1),1777844104919072000,1777844105445654784,1777844103789716736
2,0,395,GEMM(9,14,1),1777844105445655808,1777844106470902016,1777844103794290944
2,0,397,GEMM(10,2,1),1777844101707007232,1777844102239951104,1777844099083898112
2,0,401,GEMM(10,6,1),1777844100215158016,1777844101720093952,1777844099083897088
2,0,405,GEMM(10,10,1),1777844099089946880,1777844100430461184,1777844099083897088
2,0,409,GEMM(10,14,1),1777844099089946880,1777844100430461184,1777844099083896064
2,0,411,GEMM(11,2,1),1777844103793411328,1777844104926628096,1777844103788999936
2,0,415,GEMM(11,6,1),1777844105445655808,1777844106470902016,1777844103794291968
2,0,419,GEMM(11,10,1),1777844104919073024,1777844105445654784,1777844103789716736
2,0,423,GEMM(11,14,1),1777844105445655808,1777844106470902016,1777844103794290944
2,0,425,GEMM(12,2,1),1777844099089946880,1777844100430777600,1777844099083898112
2,0,429,GEMM(12,6,1),1777844099089947904,1777844100430461184,1777844099083897088
2,0,433,GEMM(12,10,1),1777844100215159040,1777844101719992576,1777844099083897088
2,0,437,GEMM(12,14,1),1777844100215158016,1777844101720082688,1777844099083897088
2,0,439,GEMM(13,2,1),1777844103793411328,1777844105445050624,1777844103789000960
2,0,443,GEMM(13,6,1),1777844105445655808,1777844106470902016,1777844103794291968
2,0,447,GEMM(13,10,1),1777844104919072000,1777844106468122880,1777844103789716736
2,0,451,GEMM(13,14,1),1777844105445655808,1777844106470903040,1777844103794290944
2,0,453,GEMM(14,2,1),1777844100215423232,1777844102175122688,1777844099083924736
2,0,457,GEMM(14,6,1),1777844100215159040,1777844101720035584,1777844099083897088
2,0,461,GEMM(14,10,1),1777844099286463744,1777844101720069376,1777844099083897088
2,0,465,GEMM(14,14,1),1777844099089947904,1777844101707007232,1777844099083897088
2,0,467,GEMM(15,2,1),1777844103793411328,1777844104926628096,1777844103789000960
2,0,471,GEMM(15,6,1),1777844105445655808,1777844106470903040,1777844103794291968
2,0,475,GEMM(15,10,1),1777844104919072000,1777844105445655808,1777844103789716736
2,0,479,GEMM(15,14,1),1777844105445655808,1777844106470903040,1777844103794290944
2,0,481,GETRF(2),1777844099083899136,1777844101719991552,0
2,0,482,TRSM_R(3,2),1777844099083898112,1777844106536109312,0
2,0,484,TRSM_R(4,2),1777844099083897088,1777844106535871744,0
2,0,486,TRSM_R(5,2),1777844099083897088,1777844106536195328,0
2,0,488,TRSM_R(6,2),1777844105445049600,1777844106705062144,0
2,0,489,TRSM_L(2,6),1777844106472189184,1777844106693258496,0
2,0,490,TRSM_R(7,2),1777844105446034688,1777844106705001728,0
2,0,492,TRSM_R(8,2),1777844106472189184,1777844106784468224,0
2,0,494,TRSM_R(9,2),1777844102322876672,1777844106612256000,0
2,0,496,TRSM_R(10,2),1777844101938086144,1777844106624282880,0
2,0,497,TRSM_L(2,10),1777844101719991552,1777844106535871744,0
2,0,498,TRSM_R(11,2),1777844101719991552,1777844106538805504,0
2,0,500,TRSM_R(12,2),1777844105445049600,1777844106692401408,0
2,0,502,TRSM_R(13,2),1777844106472189184,1777844106724526336,0
2,0,504,TRSM_R(14,2),1777844106466895104,1777844106705022208,0
2,0,505,TRSM_L(2,14),1777844106472189184,1777844106689485056,0
2,0,506,TRSM_R(15,2),1777844102322876672,1777844106612749568,0
2,0,511,GEMM(3,6,2),1777844101938086144,1777844102322004224,0
2,0,515,GEMM(3,10,2),1777844101938087168,1777844102322004224,0
2,0,519,GEMM(3,14,2),1777844102006327552,1777844102322441472,0
2,0,524,GEMM(4,6,2),1777844105445927168,1777844106470903040,0
2,0,528,GEMM(4,10,2),1777844106472189184,1777844106535258368,0
2,0,532,GEMM(4,14,2),1777844106471584000,1777844106534960384,0
2,0,537,GEMM(5,6,2),1777844106472189184,1777844106535284992,0
2,0,541,GEMM(5,10,2),1777844102322876672,1777844102366932224,0
2,0,545,GEMM(5,14,2),1777844101938086144,1777844102322097408,0
2,0,550,GEMM(6,6,2),1777844101938087168,1777844102322440448,0
2,0,554,GEMM(6,10,2),1777844102006328576,1777844102326846720,0
2,0,558,GEMM(6,14,2),1777844105446034688,1777844106471584000,0
2,0,563,GEMM(7,6,2),1777844106472189184,1777844106535283968,0
2,0,567,GEMM(7,10,2),1777844106471584000,1777844106535122176,0
2,0,571,GEMM(7,14,2),1777844106472189184,1777844106535295232,0
2,0,576,GEMM(8,6,2),1777844102322876672,1777844102367451392,0
2,0,580,GEMM(8,10,2),1777844106538804480,1777844106590944512,0
2,0,584,GEMM(8,14,2),1777844106538661120,1777844106590895360,0
2,0,589,GEMM(9,6,2),1777844106538805504,1777844106591011072,0
2,0,593,GEMM(9,10,2),1777844106724525312,1777844106764719360,0
2,0,597,GEMM(9,14,2),1777844106693294336,1777844106704567552,0
2,0,602,GEMM(10,6,2),1777844106705086720,1777844106724526336,0
2,0,606,GEMM(10,10,2),1777844106784536832,1777844106814662912,0
2,0,610,GEMM(10,14,2),1777844106613036288,1777844106634870016,0
2,0,615,GEMM(11,6,2),1777844106635519232,1777844106656524544,0
2,0,619,GEMM(11,10,2),1777844106538661120,1777844106590895360,0
2,0,623,GEMM(11,14,2),1777844106590943488,1777844106612257024,0
2,0,628,GEMM(12,6,2),1777844106724525312,1777844106764719360,0
2,0,632,GEMM(12,10,2),1777844106764718336,1777844106784469248,0
2,0,636,GEMM(12,14,2),1777844106705099008,1777844106764718336,0
2,0,641,GEMM(13,6,2),1777844106794576128,1777844106814662912,0
2,0,645,GEMM(13,10,2),1777844106622579968,1777844106635519232,0
2,0,649,GEMM(13,14,2),1777844106635519232,1777844106656888064,0
2,0,654,GEMM(14,6,2),1777844106538661120,1777844106590944512,0
2,0,658,GEMM(14,10,2),1777844106590944512,1777844106612749568,0
2,0,662,GEMM(14,14,2),1777844106724525312,1777844106784469248,0
2,0,667,GEMM(15,6,2),1777844106764718336,1777844106794576128,0
2,0,671,GEMM(15,10,2),1777844106724311296,1777844106764718336,0
2,0,675,GEMM(15,14,2),1777844106794576128,1777844106815787264,0
2,0,683,TRSM_L(3,6),1777844114037240064,1777844116732566784,1777844106623134976
2,0,691,TRSM_L(3,10),1777844114037240064,1777844116731941120,1777844106635519232
2,0,699,TRSM_L(3,14),1777844114037240064,1777844116735944960,1777844106538661120
2,0,704,GEMM(4,6,3),1777844117047337216,1777844118164520192,1777844106590944512
2,0,708,GEMM(4,10,3),1777844117047338240,1777844124244987136,1777844106724525312
2,0,712,GEMM(4,14,3),1777844117047337216,1777844118164433152,1777844106764719360
2,0,716,GEMM(5,6,3),1777844118165811456,1777844124244990208,1777844106724311296
2,0,720,GEMM(5,10,3),1777844118165785856,1777844124244990208,1777844106794576128
2,0,724,GEMM(5,14,3),1777844118165733632,1777844124244988160,1777844106623134976
2,0,728,GEMM(6,6,3),1777844118165774592,1777844124244989184,1777844106635519232
2,0,732,GEMM(6,10,3),1777844118166708480,1777844124352887040,1777844106591379712
2,0,736,GEMM(6,14,3),1777844118165734656,1777844124244988160,1777844106611329280
2,0,740,GEMM(7,6,3),1777844117047338240,1777844118164691200,1777844106784468224
2,0,744,GEMM(7,10,3),1777844117047336192,1777844118164432128,1777844106764719360
2,0,748,GEMM(7,14,3),1777844117047337216,1777844118164801792,1777844106764541184
2,0,752,GEMM(8,6,3),1777844118166040832,1777844124244989184,1777844106814696704
2,0,756,GEMM(8,10,3),1777844118165659904,1777844124244988160,1777844106635519232
2,0,760,GEMM(8,14,3),1777844118164750592,1777844124244988160,1777844106656942336
2,0,764,GEMM(9,6,3),1777844118165970176,1777844124244988160,1777844106591379712
2,0,768,GEMM(9,10,3),1777844118165659904,1777844124244988160,1777844106612779264
2,0,772,GEMM(9,14,3),1777844118165734656,1777844124245040384,1777844106784468224
2,0,776,GEMM(10,6,3),1777844118166048000,1777844124244990208,1777844106784506112
2,0,780,GEMM(10,10,3),1777844118165775616,1777844124244989184,1777844106784467200
2,0,784,GEMM(10,14,3),1777844118165776640,1777844124244989184,1777844106814697728
2,0,788,GEMM(11,6,3),1777844118165658880,1777844124244988160,1777844106654917888
2,0,792,GEMM(11,10,3),1777844118165658880,1777844124244988160,1777844106657967360
2,0,796,GEMM(11,14,3),1777844118165734656,1777844124244989184,1777844106610941184
2,0,800,GEMM(12,6,3),1777844118166545664,1777844124244990208,1777844106613036288
2,0,804,GEMM(12,10,3),1777844118165811456,1777844124245040384,1777844106784521472
2,0,808,GEMM(12,14,3),1777844118165659904,1777844124244988160,1777844106814661888
2,0,812,GEMM(13,6,3),1777844118165811456,1777844124244990208,1777844106784468224
2,0,816,GEMM(13,10,3),1777844118165734656,1777844124245226752,1777844106815826176
2,0,820,GEMM(13,14,3),1777844118166078720,1777844124244990208,1777844116732712192
2,0,824,GEMM(14,6,3),1777844118165734656,1777844124244989184,1777844116732569856
2,0,828,GEMM(14,10,3),1777844118165733632,1777844124244988160,1777844116736086272
2,0,832,GEMM(14,14,3),1777844124352914688,1777844124778077440,1777844118337024256
2,0,836,GEMM(15,6,3),1777844124510109952,1777844124779306240,1777844124352884992
2,0,840,GEMM(15,10,3),1777844124245941504,1777844124508979456,1777844118165920000
2,0,844,GEMM(15,14,3),1777844124510068992,1777844124778077440,1777844124246095104
2,0,850,TRSM_L(4,6),1777844124836827392,1777844134069101824,1777844124352886016
2,0,858,TRSM_L(4,10),1777844124836826368,1777844134467134720,1777844124246032640
2,0,866,TRSM_L(4,14),1777844124836826368,1777844134066089216,1777844124352883968
2,0,870,GEMM(5,6,4),1777844126075932928,1777844132368260352,1777844124353266944
2,0,874,GEMM(5,10,4),1777844126075933952,1777844132368848128,1777844124352887040
2,0,878,GEMM(5,14,4),1777844126075932928,1777844132368260352,1777844124352886016
2,0,881,GEMM(6,6,4),1777844125162302720,1777844126412615936,1777844123743998208
2,0,885,GEMM(6,10,4),1777844125386851584,1777844132368259328,1777844124352883968
2,0,889,GEMM(6,14,4),1777844125608032512,1777844132368259328,1777844124352887040
2,0,892,GEMM(7,6,4),1777844126075932928,1777844132368260352,1777844124246086912
2,0,896,GEMM(7,10,4),1777844126075934976,1777844132368262400,1777844124352884992
2,0,900,GEMM(7,14,4),1777844126075933952,1777844132368259328,1777844124508978432
2,0,903,GEMM(8,6,4),1777844126075934976,1777844132368261376,1777844124352887040
2,0,907,GEMM(8,10,4),1777844126075934976,1777844132368260352,1777844124352886016
2,0,911,GEMM(8,14,4),1777844126075933952,1777844132368262400,1777844124246122752
2,0,914,GEMM(9,6,4),1777844125162303744,1777844126412321024,1777844124352883968
2,0,918,GEMM(9,10,4),1777844124950965504,1777844126091822336,1777844124352886016
2,0,922,GEMM(9,14,4),1777844124950881536,1777844125825912064,1777844124246087936
2,0,925,GEMM(10,6,4),1777844126075933952,1777844132368261376,1777844124352886016
2,0,929,GEMM(10,10,4),1777844126075932928,1777844132368260352,1777844124508978432
2,0,933,GEMM(10,14,4),1777844126075933952,1777844132368261376,1777844124352913664
2,0,936,GEMM(11,6,4),1777844126076294400,1777844132393892096,1777844124352886016
2,0,940,GEMM(11,10,4),1777844126075934976,1777844132368260352,1777844124246122752
2,0,944,GEMM(11,14,4),1777844126076226816,1777844132368262400,1777844124352883968
2,0,947,GEMM(12,6,4),1777844126075933952,1777844132368261376,1777844124352887040
2,0,951,GEMM(12,10,4),1777844126075932928,1777844132368259328,1777844124246087936
2,0,955,GEMM(12,14,4),1777844126075933952,1777844132368261376,1777844124352886016
2,0,958,GEMM(13,6,4),1777844126076037376,1777844132368260352,1777844124508978432
2,0,962,GEMM(13,10,4),1777844126075933952,1777844132368261376,1777844124778179840
2,0,966,GEMM(13,14,4),1777844126075932928,1777844132368261376,1777844124779312384
2,0,969,GEMM(14,6,4),1777844126075932928,1777844132368261376,1777844124510167296
2,0,973,GEMM(14,10,4),1777844126075932928,1777844132368260352,1777844124778132736
2,0,977,GEMM(14,14,4),1777844134071115008,1777844134487155968,1777844134070477056
2,0,980,GEMM(15,6,4),1777844134497966336,1777844134755767552,1777844134487154944
2,0,984,GEMM(15,10,4),1777844134071136512,1777844134497122560,1777844134070476032
2,0,988,GEMM(15,14,4),1777844132395289856,1777844132490401024,1777844132393527552
2,0,992,TRSM_L(5,6),1777844132557670656,1777844142854812928,1777844132393527552
2,0,1000,TRSM_L(5,10),1777844132557470976,1777844142899131648,1777844132393526528
2,0,1008,TRSM_L(5,14),1777844132558691584,1777844142827896064,1777844132368259328
2,0,1011,GEMM(6,6,5),1777844135131952384,1777844140969989376,1777844132393528576
2,0,1015,GEMM(6,10,5),1777844135131953408,1777844140969990400,1777844134070477056
2,0,1019,GEMM(6,14,5),1777844135131952384,1777844142450948352,1777844134487155968
2,0,1021,GEMM(7,6,5),1777844135131966720,1777844140969989376,1777844134070476032
2,0,1025,GEMM(7,10,5),1777844135132109056,1777844140969989376,1777844132393527552
2,0,1029,GEMM(7,14,5),1777844135131952384,1777844140969989376,1777844132393527552
2,0,1031,GEMM(8,6,5),1777844135131951360,1777844140969988352,1777844132393527552
2,0,1035,GEMM(8,10,5),1777844135131965696,1777844140969993472,1777844132393528576
2,0,1039,GEMM(8,14,5),1777844135131953408,1777844140969989376,1777844132393528576
2,0,1041,GEMM(9,6,5),1777844140969991424,1777844142450948352,1777844134070477056
2,0,1045,GEMM(9,10,5),1777844140969991424,1777844142494852352,1777844134487155968
2,0,1049,GEMM(9,14,5),1777844140969993472,1777844142474255616,1777844134070477056
2,0,1051,GEMM(10,6,5),1777844140969991424,1777844142474255616,1777844132393527552
2,0,1055,GEMM(10,10,5),1777844140969993472,1777844142450948352,1777844132393527552
2,0,1059,GEMM(10,14,5),1777844140969991424,1777844142451279104,1777844132394526976
2,0,1061,GEMM(11,6,5),1777844135131965696,1777844140969991424,1777844132393528576
2,0,1065,GEMM(11,10,5),1777844135131953408,1777844140969991424,1777844132393528576
2,0,1069,GEMM(11,14,5),1777844135131953408,1777844140970023168,1777844134070477056
2,0,1071,GEMM(12,6,5),1777844135131954432,1777844140970048768,1777844134487155968
2,0,1075,GEMM(12,10,5),1777844135131953408,1777844140969990400,1777844134070477056
2,0,1079,GEMM(12,14,5),1777844135131953408,1777844140969990400,1777844132393527552
2,0,1081,GEMM(13,6,5),1777844135131952384,1777844140969989376,1777844132393527552
2,0,1085,GEMM(13,10,5),1777844135131996416,1777844140969990400,1777844132394559744
2,0,1089,GEMM(13,14,5),1777844135131954432,1777844140969990400,1777844132393528576
2,0,1091,GEMM(14,6,5),1777844135131965696,1777844140969989376,1777844132393528576
2,0,1095,GEMM(14,10,5),1777844135131951360,1777844140969990400,1777844134497121536
2,0,1099,GEMM(14,14,5),1777844135131953408,1777844140969993472,1777844134760668416
2,0,1101,GEMM(15,6,5),1777844140969991424,1777844142450948352,1777844134497670400
2,0,1105,GEMM(15,10,5),1777844140969991424,1777844142450948352,1777844132541806848
2,0,1109,GEMM(15,14,5),1777844142898790656,1777844142970929408,1777844142875382016
2,0,1111,GETRF(6),1777844142957350144,1777844142999128320,0
2,0,1112,TRSM_R(7,6),1777844142849802496,1777844143848037632,0
2,0,1114,TRSM_R(8,6),1777844142130655488,1777844143615880448,0
2,0,1116,TRSM_R(9,6),1777844142130655488,1777844143615881472,0
2,0,1118,TRSM_R(10,6),1777844142494852352,1777844143607051520,0
2,0,1119,TRSM_L(6,10),1777844142130655488,1777844143515149568,0
2,0,1120,TRSM_R(11,6),1777844142130655488,1777844143607700736,0
2,0,1122,TRSM_R(12,6),1777844142875771136,1777844143847215360,0
2,0,1124,TRSM_R(13,6),1777844142974501120,1777844144206025984,0
2,0,1126,TRSM_R(14,6),1777844142849802496,1777844143886643456,0
2,0,1127,TRSM_L(6,14),1777844142130655488,1777844143515149568,0
2,0,1128,TRSM_R(15,6),1777844142494852352,1777844143620068608,0
2,0,1133,GEMM(7,10,6),1777844142529603840,1777844142648828160,0
2,0,1137,GEMM(7,14,6),1777844142506419456,1777844142647292160,0
2,0,1142,GEMM(8,10,6),1777844142506420480,1777844142647292160,0
2,0,1146,GEMM(8,14,6),1777844142875771136,1777844142898340096,0
2,0,1151,GEMM(9,10,6),1777844142974501120,1777844142999623936,0
2,0,1155,GEMM(9,14,6),1777844142849802496,1777844142875975936,0
2,0,1160,GEMM(10,10,6),1777844142130655488,1777844142506420480,0
2,0,1164,GEMM(10,14,6),1777844142494852352,1777844142612220160,0
2,0,1169,GEMM(11,10,6),1777844142529603840,1777844142648829184,0
2,0,1173,GEMM(11,14,6),1777844142506419456,1777844142647292160,0
2,0,1178,GEMM(12,10,6),1777844142506420480,1777844142647297280,0
2,0,1182,GEMM(12,14,6),1777844142875862272,1777844142899131648,0
2,0,1187,GEMM(13,10,6),1777844142974501120,1777844142999623936,0
2,0,1191,GEMM(13,14,6),1777844142849802496,1777844142875975936,0
2,0,1196,GEMM(14,10,6),1777844142130655488,1777844142508659968,0
2,0,1200,GEMM(14,14,6),1777844142494852352,1777844142647068928,0
2,0,1205,GEMM(15,10,6),1777844142529603840,1777844142649112832,0
2,0,1209,GEMM(15,14,6),1777844142506420480,1777844142647292160,0
2,0,1217,TRSM_L(7,10),1777844142648965376,1777844143847738624,1777844142506420480
2,0,1225,TRSM_L(7,14),1777844143000808704,1777844144336512256,1777844142974501120
2,0,1230,GEMM(8,10,7),1777844143039067392,1777844143365416192,1777844143002136832
2,0,1234,GEMM(8,14,7),1777844143892704512,1777844144211940608,1777844143886456064
2,0,1238,GEMM(9,10,7),1777844162528644352,1777844164822250752,1777844143620068608
2,0,1242,GEMM(9,14,7),1777844162528523520,1777844164794975488,1777844143616552192
2,0,1246,GEMM(10,10,7),1777844162528522496,1777844164795021568,1777844143608527104
2,0,1250,GEMM(10,14,7),1777844162528523520,1777844164794975488,1777844143517649152
2,0,1254,GEMM(11,10,7),1777844162528220416,1777844164794975488,1777844143612512512
2,0,1258,GEMM(11,14,7),1777844162528523520,1777844164794975488,1777844143847809280
2,0,1262,GEMM(12,10,7),1777844157091357952,1777844164790840576,1777844144208491776
2,0,1266,GEMM(12,14,7),1777844157091357952,1777844162528033024,1777844143892096256
2,0,1270,GEMM(13,10,7),1777844157091357952,1777844162528033024,1777844143620068608
2,0,1274,GEMM(13,14,7),1777844157091356928,1777844162528033024,1777844143716589824
2,0,1278,GEMM(14,10,7),1777844157091337472,1777844162528033024,1777844143608529152
2,0,1282,GEMM(14,14,7),1777844157090795776,1777844162528032000,1777844143517649152
2,0,1286,GEMM(15,10,7),1777844162528524544,1777844164795434240,1777844143612512512
2,0,1290,GEMM(15,14,7),1777844162528523520,1777844164794975488,1777844143847923968
2,0,1296,TRSM_L(8,10),1777844150220724480,1777844162528033024,1777844144208492800
2,0,1304,TRSM_L(8,14),1777844150221698304,1777844164846356736,1777844143892399360
2,0,1308,GEMM(9,10,8),1777844151886033152,1777844157090586880,1777844143620068608
2,0,1312,GEMM(9,14,8),1777844151886034176,1777844162528032000,1777844143716589824
2,0,1315,GEMM(10,10,8),1777844151886033152,1777844157090586880,1777844143608642816
2,0,1319,GEMM(10,14,8),1777844151886148864,1777844157090588928,1777844143517649152
2,0,1322,GEMM(11,10,8),1777844151886034176,1777844157090587904,1777844143612513536
2,0,1326,GEMM(11,14,8),1777844151886045440,1777844157090773248,1777844143848787200
2,0,1329,GEMM(12,10,8),1777844151886155008,1777844157090587904,1777844144208595200
2,0,1333,GEMM(12,14,8),1777844151886148864,1777844157090660608,1777844143892565248
