pe,run,task_id,op_name,start_ts,end_ts,wait_start_ts
0,0,1023,GEMM(7,8,5),1777844135329142016,1777844140770578688,1777844124981716224
0,0,1027,GEMM(7,12,5),1777844135328649472,1777844140770577664,1777844124961073408
0,0,1033,GEMM(8,8,5),1777844135114468608,1777844135328630016,1777844124951218432
0,0,1037,GEMM(8,12,5),1777844135114469632,1777844140191311104,1777844124971006208
0,0,1043,GEMM(9,8,5),1777844135329142016,1777844140770578688,1777844124971350272
0,0,1047,GEMM(9,12,5),1777844135329107200,1777844140770627840,1777844124981200128
0,0,1053,GEMM(10,8,5),1777844135329142016,1777844140770578688,1777844124950178048
0,0,1057,GEMM(10,12,5),1777844135465932032,1777844140793527552,1777844124961074432
0,0,1063,GEMM(11,8,5),1777844135329142016,1777844140770578688,1777844124981732608
0,0,1067,GEMM(11,12,5),1777844135329142016,1777844140770578688,1777844124961074432
0,0,1073,GEMM(12,8,5),1777844135329142016,1777844140770579712,1777844124951218432
0,0,1077,GEMM(12,12,5),1777844135329140992,1777844140770763008,1777844124971006208
0,0,1083,GEMM(13,8,5),1777844135329142016,1777844140770578688,1777844124971350272
0,0,1087,GEMM(13,12,5),1777844135329142016,1777844140770578688,1777844124981215488
0,0,1093,GEMM(14,8,5),1777844135465932032,1777844140770579712,1777844124950178048
0,0,1097,GEMM(14,12,5),1777844135329107200,1777844140770577664,1777844124961075456
0,0,1103,GEMM(15,8,5),1777844135329142016,1777844140770578688,1777844124981744896
0,0,1107,GEMM(15,12,5),1777844135329142016,1777844140770579712,1777844124961074432
0,0,1115,TRSM_L(6,8),1777844143297598720,1777844151249523968,1777844124951218432
0,0,1123,TRSM_L(6,12),1777844143297683712,1777844151239833856,1777844124971006208
0,0,1131,GEMM(7,8,6),1777844147610606848,1777844150058994944,1777844124971350272
0,0,1135,GEMM(7,12,6),1777844147841446144,1777844150059019520,1777844124981226752
0,0,1140,GEMM(8,8,6),1777844143666409728,1777844147487009024,1777844124950179072
0,0,1144,GEMM(8,12,6),1777844143666409728,1777844147487009024,1777844124970789120
0,0,1149,GEMM(9,8,6),1777844143666409728,1777844147487009024,1777844124981761280
0,0,1153,GEMM(9,12,6),1777844143666408704,1777844147487009024,1777844124981171456
0,0,1158,GEMM(10,8,6),1777844143667326208,1777844147487009024,1777844124980929792
0,0,1162,GEMM(10,12,6),1777844143666408704,1777844147487008000,1777844124982074624
0,0,1167,GEMM(11,8,6),1777844143666409728,1777844149043641600,1777844133425849600
0,0,1171,GEMM(11,12,6),1777844143665274112,1777844147487008000,1777844133430037760
0,0,1176,GEMM(12,8,6),1777844147487276288,1777844150031952128,1777844140772966656
0,0,1180,GEMM(12,12,6),1777844147487860992,1777844150058873088,1777844140773675264
0,0,1185,GEMM(13,8,6),1777844147487860992,1777844150031841536,1777844140773774592
0,0,1189,GEMM(13,12,6),1777844147487927552,1777844150031841536,1777844140772050176
0,0,1194,GEMM(14,8,6),1777844147841542400,1777844150171152640,1777844135465932032
0,0,1198,GEMM(14,12,6),1777844147841446144,1777844150058873088,1777844140770578688
0,0,1203,GEMM(15,8,6),1777844147487009024,1777844149235329280,1777844140774234368
0,0,1207,GEMM(15,12,6),1777844147487009024,1777844150027074816,1777844140774128896
0,0,1213,TRSM_L(7,8),1777844142463428864,1777844143316799744,1777844140773410048
0,0,1221,TRSM_L(7,12),1777844142463428864,1777844142892382464,1777844140793539840
0,0,1228,GEMM(8,8,7),1777844142892543232,1777844143316731136,1777844140773802240
0,0,1232,GEMM(8,12,7),1777844142892543232,1777844143295854848,1777844140774569216
0,0,1236,GEMM(9,8,7),1777844158760771840,1777844162841719040,1777844140774570240
0,0,1240,GEMM(9,12,7),1777844158759390464,1777844162841720064,1777844140774569216
0,0,1244,GEMM(10,8,7),1777844162842865920,1777844164155137280,1777844140774274304
0,0,1248,GEMM(10,12,7),1777844162842865920,1777844164155137280,1777844140774128896
0,0,1252,GEMM(11,8,7),1777844158759390464,1777844162841720064,1777844140773481728
0,0,1256,GEMM(11,12,7),1777844158759017728,1777844162841719040,1777844140793540864
0,0,1260,GEMM(12,8,7),1777844156040844544,1777844158750653696,1777844140773863680
0,0,1264,GEMM(12,12,7),1777844156040844544,1777844156913432832,1777844140774569216
0,0,1268,GEMM(13,8,7),1777844156913935616,1777844158750653696,1777844151260460288
0,0,1272,GEMM(13,12,7),1777844156915625216,1777844162841719040,1777844151249522944
0,0,1276,GEMM(14,8,7),1777844154983128320,1777844155903577344,1777844150171151616
0,0,1280,GEMM(14,12,7),1777844154983128320,1777844155934214400,1777844150171152640
0,0,1284,GEMM(15,8,7),1777844158759017728,1777844162841719040,1777844147841446144
0,0,1288,GEMM(15,12,7),1777844158759017728,1777844164155136256,1777844149029961984
0,0,1292,GETRF(8),1777844149029963008,1777844150171844864,0
0,0,1293,TRSM_R(9,8),1777844148125182208,1777844151375924480,0
0,0,1295,TRSM_R(10,8),1777844151260460288,1777844151389255936,0
0,0,1297,TRSM_R(11,8),1777844151249522944,1777844151387401472,0
0,0,1299,TRSM_R(12,8),1777844150171152640,1777844151375924480,0
0,0,1300,TRSM_L(8,12),1777844150171152640,1777844151329276160,0
0,0,1301,TRSM_R(13,8),1777844150058877184,1777844151347990784,0
0,0,1303,TRSM_R(14,8),1777844150171152640,1777844151375924480,0
0,0,1305,TRSM_R(15,8),1777844150066449664,1777844151372387584,0
0,0,1310,GEMM(9,12,8),1777844150058872064,1777844150172176640,0
0,0,1317,GEMM(10,12,8),1777844151260460288,1777844151275439360,0
0,0,1324,GEMM(11,12,8),1777844151249522944,1777844151274348800,0
0,0,1331,GEMM(12,12,8),1777844150171152640,1777844150216884480,0
0,0,1338,GEMM(13,12,8),1777844150171152640,1777844150221491456,0
0,0,1345,GEMM(14,12,8),1777844150058873088,1777844150208389376,0
0,0,1352,GEMM(15,12,8),1777844150171152640,1777844150216967424,0
0,0,1362,TRSM_L(9,12),1777844150216967424,1777844151379793152,1777844150066449664
0,0,1371,GEMM(10,12,9),1777844151115312384,1777844151239781632,1777844150058873088
0,0,1377,GEMM(11,12,9),1777844167945295104,1777844169130128640,1777844162843155712
0,0,1383,GEMM(12,12,9),1777844166725102848,1777844167944869120,1777844162842907904
0,0,1389,GEMM(13,12,9),1777844167946733824,1777844169130128640,1777844164156644608
0,0,1395,GEMM(14,12,9),1777844166725102848,1777844169130128640,1777844164156340480
0,0,1401,GEMM(15,12,9),1777844167946734848,1777844169148407040,1777844163190697216
0,0,1409,TRSM_L(10,12),1777844165677757696,1777844166556059904,1777844163190697216
0,0,1417,GEMM(11,12,10),1777844171054756096,1777844172639910144,1777844158755525888
0,0,1422,GEMM(12,12,10),1777844171613609216,1777844172639910144,1777844156915837184
0,0,1427,GEMM(13,12,10),1777844171613916416,1777844172639910144,1777844162843155712
0,0,1432,GEMM(14,12,10),1777844171613917440,1777844172656765184,1777844162842932480
0,0,1437,GEMM(15,12,10),1777844171613916416,1777844172639910144,1777844164156644608
0,0,1443,TRSM_L(11,12),1777844164374578432,1777844164911658240,1777844164156435712
0,0,1450,GEMM(12,12,11),1777844164156817664,1777844164374923520,1777844163190697216
0,0,1454,GEMM(13,12,11),1777844164374578432,1777844164678176000,1777844164155770112
0,0,1458,GEMM(14,12,11),1777844162842865920,1777844164155136256,1777844158756029696
0,0,1462,GEMM(15,12,11),1777844162842865920,1777844164374923520,1777844156915925248
0,0,1466,GETRF(12),1777844163190877440,1777844164667915520,0
0,0,1467,TRSM_R(13,12),1777844162843281664,1777844164859209984,0
0,0,1469,TRSM_R(14,12),1777844164156715264,1777844164860001536,0
0,0,1471,TRSM_R(15,12),1777844164156581120,1777844164858643712,0
