pe,run,task_id,op_name,start_ts,end_ts,wait_start_ts
0,2,764,GEMM(9,6,3),1777919948117983744,1777919948328273408,1777919948117980672
0,2,766,GEMM(9,8,3),1777919948328279552,1777919948538406400,1777919948328276480
0,2,768,GEMM(9,10,3),1777919948538413568,1777919948748537344,1777919948538410496
0,2,770,GEMM(9,12,3),1777919948748544512,1777919948958681600,1777919948748540416
0,2,772,GEMM(9,14,3),1777919948958688768,1777919949168848384,1777919948958684672
0,2,774,GEMM(10,4,3),1777919949168854528,1777919949364548096,1777919949168851456
0,2,776,GEMM(10,6,3),1777919949364555264,1777919949560376832,1777919949364552192
0,2,778,GEMM(10,8,3),1777919949560384000,1777919949756194304,1777919949560380928
0,2,780,GEMM(10,10,3),1777919949756201472,1777919949951983104,1777919949756197376
0,2,782,GEMM(10,12,3),1777919949951990272,1777919950147735040,1777919949951986176
0,2,784,GEMM(10,14,3),1777919950147742208,1777919950343416320,1777919950147739136
0,2,786,GEMM(11,4,3),1777919950343423488,1777919950553637376,1777919950343420416
0,2,788,GEMM(11,6,3),1777919950553644544,1777919950763908608,1777919950553641472
0,2,790,GEMM(11,8,3),1777919950763916800,1777919950974180864,1777919950763912704
0,2,792,GEMM(11,10,3),1777919950974188032,1777919951184374272,1777919950974183936
0,2,794,GEMM(11,12,3),1777919951184381440,1777919951394478592,1777919951184378368
0,2,796,GEMM(11,14,3),1777919951394485760,1777919951604748800,1777919951394481664
0,2,798,GEMM(12,4,3),1777919951604754944,1777919951796137472,1777919951604751872
0,2,800,GEMM(12,6,3),1777919951796144640,1777919951987470848,1777919951796141568
0,2,802,GEMM(12,8,3),1777919951987478016,1777919952178913792,1777919951987473920
0,2,804,GEMM(12,10,3),1777919952178920960,1777919952370274816,1777919952178916864
0,2,806,GEMM(12,12,3),1777919952370281984,1777919952561625600,1777919952370278912
0,2,808,GEMM(12,14,3),1777919952561632768,1777919952752994816,1777919952561629696
0,2,810,GEMM(13,4,3),1777919952753001984,1777919952963216896,1777919952752997888
0,2,812,GEMM(13,6,3),1777919952963224064,1777919953173458432,1777919952963219968
0,2,814,GEMM(13,8,3),1777919953173465600,1777919953383689728,1777919953173462528
0,2,816,GEMM(13,10,3),1777919953383696896,1777919953593947648,1777919953383693824
0,2,818,GEMM(13,12,3),1777919953593954816,1777919953804248576,1777919953593950720
0,2,820,GEMM(13,14,3),1777919953804255744,1777919954014612992,1777919953804251648
0,2,822,GEMM(14,4,3),1777919954014620160,1777919954210374144,1777919954014617088
0,2,824,GEMM(14,6,3),1777919954210381312,1777919954406060544,1777919954210378240
0,2,826,GEMM(14,8,3),1777919954406067712,1777919954601782784,1777919954406063616
0,2,828,GEMM(14,10,3),1777919954601789952,1777919954797517312,1777919954601786880
0,2,830,GEMM(14,12,3),1777919954797524480,1777919954993269248,1777919954797521408
0,2,832,GEMM(14,14,3),1777919954993276416,1777919955189046784,1777919954993273344
0,2,834,GEMM(15,4,3),1777919955189053952,1777919955399295488,1777919955189050880
0,2,836,GEMM(15,6,3),1777919955399302656,1777919955609538048,1777919955399299584
0,2,838,GEMM(15,8,3),1777919955609545216,1777919955819874816,1777919955609542144
0,2,840,GEMM(15,10,3),1777919955819881984,1777919956030139904,1777919955819878912
0,2,842,GEMM(15,12,3),1777919956030147072,1777919956240470528,1777919956030144000
0,2,844,GEMM(15,14,3),1777919956240477696,1777919956450743808,1777919956240474624
0,2,846,GETRF(4),1777919956450746880,1777919956479865344,0
0,2,847,TRSM_R(5,4),1777919956479871488,1777919956526916096,0
0,2,849,TRSM_R(6,4),1777919956526925312,1777919956574089728,0
0,2,850,TRSM_L(4,6),1777919956574099968,1777919956616606208,0
0,2,851,TRSM_R(7,4),1777919956616608256,1777919956663790080,0
0,2,853,TRSM_R(8,4),1777919956663798272,1777919956710910464,0
0,2,854,TRSM_L(4,8),1777919956710920704,1777919956753325568,0
0,2,855,TRSM_R(9,4),1777919956753328640,1777919956800442880,0
0,2,857,TRSM_R(10,4),1777919956800453120,1777919956847549952,0
0,2,858,TRSM_L(4,10),1777919956847559168,1777919956890004992,0
0,2,859,TRSM_R(11,4),1777919956890009088,1777919956937103872,0
0,2,861,TRSM_R(12,4),1777919956937113088,1777919956984187392,0
0,2,862,TRSM_L(4,12),1777919956984197632,1777919957026598400,0
0,2,863,TRSM_R(13,4),1777919957026600448,1777919957073734144,0
0,2,865,TRSM_R(14,4),1777919957073742336,1777919957120838144,0
0,2,866,TRSM_L(4,14),1777919957120847360,1777919957163261440,0
0,2,867,TRSM_R(15,4),1777919957163262464,1777919957210345984,0
0,2,870,GEMM(5,6,4),1777919957210356224,1777919957289650688,0
0,2,872,GEMM(5,8,4),1777919957289653760,1777919957368943104,0
0,2,874,GEMM(5,10,4),1777919957368946176,1777919957448228352,0
0,2,876,GEMM(5,12,4),1777919957448231424,1777919957527522816,0
0,2,878,GEMM(5,14,4),1777919957527526912,1777919957606812160,0
0,2,881,GEMM(6,6,4),1777919957606815232,1777919957686107648,0
0,2,883,GEMM(6,8,4),1777919957686111744,1777919957765400064,0
0,2,885,GEMM(6,10,4),1777919957765404160,1777919957844701696,0
0,2,887,GEMM(6,12,4),1777919957844705792,1777919957924002304,0
0,2,889,GEMM(6,14,4),1777919957924005376,1777919958003296768,0
0,2,892,GEMM(7,6,4),1777919958003300864,1777919958082587136,0
0,2,894,GEMM(7,8,4),1777919958082591232,1777919958161884672,0
0,2,896,GEMM(7,10,4),1777919958161887744,1777919958241175040,0
0,2,898,GEMM(7,12,4),1777919958241178112,1777919958320468480,0
0,2,900,GEMM(7,14,4),1777919958320471552,1777919958399764992,0
0,2,903,GEMM(8,6,4),1777919958399768064,1777919958479047168,0
0,2,905,GEMM(8,8,4),1777919958479050240,1777919958558339584,0
0,2,907,GEMM(8,10,4),1777919958558343680,1777919958637635072,0
0,2,909,GEMM(8,12,4),1777919958637638144,1777919958716922368,0
0,2,911,GEMM(8,14,4),1777919958716926464,1777919958796216832,0
0,2,914,GEMM(9,6,4),1777919958796220928,1777919958875522560,0
0,2,916,GEMM(9,8,4),1777919958875525632,1777919958954826240,0
0,2,918,GEMM(9,10,4),1777919958954829312,1777919959034120704,0
0,2,920,GEMM(9,12,4),1777919959034123776,1777919959113418240,0
0,2,922,GEMM(9,14,4),1777919959113422336,1777919959192720896,0
0,2,925,GEMM(10,6,4),1777919959192724992,1777919959272026624,0
0,2,927,GEMM(10,8,4),1777919959272029696,1777919959351334400,0
0,2,929,GEMM(10,10,4),1777919959351337472,1777919959430637056,0
0,2,931,GEMM(10,12,4),1777919959430641152,1777919959509936640,0
0,2,933,GEMM(10,14,4),1777919959509940736,1777919959589237248,0
0,2,936,GEMM(11,6,4),1777919959589241344,1777919959668545024,0
0,2,938,GEMM(11,8,4),1777919959668549120,1777919959747842560,0
0,2,940,GEMM(11,10,4),1777919959747846656,1777919959827140096,0
0,2,942,GEMM(11,12,4),1777919959827144192,1777919959906442752,0
0,2,944,GEMM(11,14,4),1777919959906446848,1777919959985741312,0
0,2,947,GEMM(12,6,4),1777919959985745408,1777919960065040896,0
0,2,949,GEMM(12,8,4),1777919960065044992,1777919960144329216,0
0,2,951,GEMM(12,10,4),1777919960144333312,1777919960223625728,0
0,2,953,GEMM(12,12,4),1777919960223628800,1777919960302921216,0
0,2,955,GEMM(12,14,4),1777919960302924288,1777919960382213632,0
0,2,958,GEMM(13,6,4),1777919960382216704,1777919960461511168,0
0,2,960,GEMM(13,8,4),1777919960461515264,1777919960540807680,0
0,2,962,GEMM(13,10,4),1777919960540810752,1777919960620104192,0
0,2,964,GEMM(13,12,4),1777919960620107264,1777919960699400704,0
0,2,966,GEMM(13,14,4),1777919960699403776,1777919960778683904,0
0,2,969,GEMM(14,6,4),1777919960778688000,1777919960857973248,0
0,2,971,GEMM(14,8,4),1777919960857977344,1777919960937259520,0
0,2,973,GEMM(14,10,4),1777919960937263616,1777919961016548864,0
0,2,975,GEMM(14,12,4),1777919961016552960,1777919961095839232,0
0,2,977,GEMM(14,14,4),1777919961095843328,1777919961175123456,0
0,2,980,GEMM(15,6,4),1777919961175127552,1777919961254422016,0
0,2,982,GEMM(15,8,4),1777919961254426112,1777919961333712384,0
0,2,984,GEMM(15,10,4),1777919961333715456,1777919961413006848,0
0,2,986,GEMM(15,12,4),1777919961413009920,1777919961492300288,0
0,2,988,GEMM(15,14,4),1777919961492304384,1777919961571591680,0
0,2,992,TRSM_L(5,6),1777919970477531648,1777919970584730112,1777919961571592704
0,2,996,TRSM_L(5,8),1777919970584736256,1777919970692105728,1777919970584733184
0,2,1000,TRSM_L(5,10),1777919970692111872,1777919970799350272,1777919970692107776
0,2,1004,TRSM_L(5,12),1777919970799357440,1777919970906793472,1777919970799353344
0,2,1008,TRSM_L(5,14),1777919970906799616,1777919971014137344,1777919970906795520
0,2,1011,GEMM(6,6,5),1777919971014144512,1777919971210033664,1777919971014141440
0,2,1013,GEMM(6,8,5),1777919971210040832,1777919971405923840,1777919971210037760
0,2,1015,GEMM(6,10,5),1777919971405929984,1777919971601805824,1777919971405926912
0,2,1017,GEMM(6,12,5),1777919971601812992,1777919971797620224,1777919971601808896
0,2,1019,GEMM(6,14,5),1777919971797627392,1777919971993420288,1777919971797624320
0,2,1021,GEMM(7,6,5),1777919971993427456,1777919972203807232,1777919971993424384
0,2,1023,GEMM(7,8,5),1777919972203814400,1777919972414184960,1777919972203811328
0,2,1025,GEMM(7,10,5),1777919972414192128,1777919972624548352,1777919972414188032
0,2,1027,GEMM(7,12,5),1777919972624555520,1777919972834902528,1777919972624552448
0,2,1029,GEMM(7,14,5),1777919972834909696,1777919973045356032,1777919972834905600
0,2,1031,GEMM(8,6,5),1777919973045363200,1777919973236833792,1777919973045360128
0,2,1033,GEMM(8,8,5),1777919973236840960,1777919973428251136,1777919973236837888
0,2,1035,GEMM(8,10,5),1777919973428258304,1777919973619608064,1777919973428255232
0,2,1037,GEMM(8,12,5),1777919973619615232,1777919973810935296,1777919973619611136
0,2,1039,GEMM(8,14,5),1777919973810942464,1777919974002314752,1777919973810939392
0,2,1041,GEMM(9,6,5),1777919974002321920,1777919974212554240,1777919974002318848
0,2,1043,GEMM(9,8,5),1777919974212561408,1777919974422818304,1777919974212558336
0,2,1045,GEMM(9,10,5),1777919974422825472,1777919974633255424,1777919974422822400
0,2,1047,GEMM(9,12,5),1777919974633262592,1777919974843595264,1777919974633258496
0,2,1049,GEMM(9,14,5),1777919974843602432,1777919975053978112,1777919974843599360
0,2,1051,GEMM(10,6,5),1777919975053985280,1777919975249812992,1777919975053982208
0,2,1053,GEMM(10,8,5),1777919975249820160,1777919975445606912,1777919975249816064
0,2,1055,GEMM(10,10,5),1777919975445613056,1777919975641411072,1777919975445609984
0,2,1057,GEMM(10,12,5),1777919975641418240,1777919975837267456,1777919975641415168
0,2,1059,GEMM(10,14,5),1777919975837274624,1777919976033059328,1777919975837270528
0,2,1061,GEMM(11,6,5),1777919976033066496,1777919976243323392,1777919976033063424
0,2,1063,GEMM(11,8,5),1777919976243330560,1777919976453613056,1777919976243327488
0,2,1065,GEMM(11,10,5),1777919976453620224,1777919976663962112,1777919976453616128
0,2,1067,GEMM(11,12,5),1777919976663969280,1777919976874371584,1777919976663966208
0,2,1069,GEMM(11,14,5),1777919976874378752,1777919977084643840,1777919976874375680
0,2,1071,GEMM(12,6,5),1777919977084651008,1777919977275969024,1777919977084647936
0,2,1073,GEMM(12,8,5),1777919977275977216,1777919977467254272,1777919977275973120
0,2,1075,GEMM(12,10,5),1777919977467261440,1777919977658705408,1777919977467257344
0,2,1077,GEMM(12,12,5),1777919977658711552,1777919977850134016,1777919977658708480
0,2,1079,GEMM(12,14,5),1777919977850141184,1777919978041482752,1777919977850137088
0,2,1081,GEMM(13,6,5),1777919978041490944,1777919978251900416,1777919978041486848
0,2,1083,GEMM(13,8,5),1777919978251907584,1777919978462237184,1777919978251904512
0,2,1085,GEMM(13,10,5),1777919978462244352,1777919978672614912,1777919978462240256
0,2,1087,GEMM(13,12,5),1777919978672622080,1777919978883107328,1777919978672619008
0,2,1089,GEMM(13,14,5),1777919978883114496,1777919979093450240,1777919978883110400
0,2,1091,GEMM(14,6,5),1777919979093457408,1777919979289277952,1777919979093454336
0,2,1093,GEMM(14,8,5),1777919979289285120,1777919979485085184,1777919979289282048
0,2,1095,GEMM(14,10,5),1777919979485092352,1777919979680938496,1777919979485088256
0,2,1097,GEMM(14,12,5),1777919979680945664,1777919979876616704,1777919979680941568
0,2,1099,GEMM(14,14,5),1777919979876623872,1777919980072405504,1777919979876619776
0,2,1101,GEMM(15,6,5),1777919980072413696,1777919980282769920,1777919980072409600
0,2,1103,GEMM(15,8,5),1777919980282777088,1777919980493043200,1777919980282772992
0,2,1105,GEMM(15,10,5),1777919980493049344,1777919980703340032,1777919980493046272
0,2,1107,GEMM(15,12,5),1777919980703347200,1777919980913600000,1777919980703343104
0,2,1109,GEMM(15,14,5),1777919980913607168,1777919981123939840,1777919980913603072
0,2,1111,GETRF(6),1777919981123942912,1777919981153076736,0
0,2,1112,TRSM_R(7,6),1777919981153082880,1777919981200171520,0
0,2,1114,TRSM_R(8,6),1777919981200179712,1777919981247302144,0
0,2,1115,TRSM_L(6,8),1777919981247310336,1777919981289862656,0
0,2,1116,TRSM_R(9,6),1777919981289864704,1777919981337101824,0
0,2,1118,TRSM_R(10,6),1777919981337108992,1777919981384248832,0
0,2,1119,TRSM_L(6,10),1777919981384257024,1777919981426660864,0
0,2,1120,TRSM_R(11,6),1777919981426663936,1777919981473787392,0
0,2,1122,TRSM_R(12,6),1777919981473795584,1777919981520918016,0
0,2,1123,TRSM_L(6,12),1777919981520926208,1777919981563338240,0
0,2,1124,TRSM_R(13,6),1777919981563340288,1777919981610460672,0
0,2,1126,TRSM_R(14,6),1777919981610468864,1777919981657605632,0
0,2,1127,TRSM_L(6,14),1777919981657613824,1777919981700065792,0
0,2,1128,TRSM_R(15,6),1777919981700066816,1777919981747208704,0
0,2,1131,GEMM(7,8,6),1777919981747218944,1777919981826521600,0
0,2,1133,GEMM(7,10,6),1777919981826524672,1777919981905821184,0
0,2,1135,GEMM(7,12,6),1777919981905825280,1777919981985112576,0
0,2,1137,GEMM(7,14,6),1777919981985115648,1777919982064409088,0
0,2,1140,GEMM(8,8,6),1777919982064413184,1777919982143712768,0
0,2,1142,GEMM(8,10,6),1777919982143716864,1777919982223010304,0
0,2,1144,GEMM(8,12,6),1777919982223014400,1777919982302313984,0
0,2,1146,GEMM(8,14,6),1777919982302317056,1777919982381612544,0
0,2,1149,GEMM(9,8,6),1777919982381616640,1777919982460924416,0
0,2,1151,GEMM(9,10,6),1777919982460928512,1777919982540228096,0
0,2,1153,GEMM(9,12,6),1777919982540231168,1777919982619528704,0
0,2,1155,GEMM(9,14,6),1777919982619531776,1777919982698826240,0
0,2,1158,GEMM(10,8,6),1777919982698830336,1777919982778120704,0
0,2,1160,GEMM(10,10,6),1777919982778124800,1777919982857417216,0
0,2,1162,GEMM(10,12,6),1777919982857421312,1777919982936714752,0
0,2,1164,GEMM(10,14,6),1777919982936718848,1777919983016009216,0
0,2,1167,GEMM(11,8,6),1777919983016013312,1777919983095300608,0
0,2,1169,GEMM(11,10,6),1777919983095304704,1777919983174594048,0
0,2,1171,GEMM(11,12,6),1777919983174598144,1777919983253884416,0
0,2,1173,GEMM(11,14,6),1777919983253888512,1777919983333180928,0
0,2,1176,GEMM(12,8,6),1777919983333184000,1777919983412470272,0
0,2,1178,GEMM(12,10,6),1777919983412474368,1777919983491763712,0
0,2,1180,GEMM(12,12,6),1777919983491766784,1777919983571051008,0
0,2,1182,GEMM(12,14,6),1777919983571055104,1777919983650347520,0
0,2,1185,GEMM(13,8,6),1777919983650351616,1777919983729647104,0
0,2,1187,GEMM(13,10,6),1777919983729650176,1777919983808939520,0
0,2,1189,GEMM(13,12,6),1777919983808943616,1777919983888237056,0
0,2,1191,GEMM(13,14,6),1777919983888241152,1777919983967538688,0
0,2,1194,GEMM(14,8,6),1777919983967541760,1777919984046836224,0
0,2,1196,GEMM(14,10,6),1777919984046839296,1777919984126137856,0
0,2,1198,GEMM(14,12,6),1777919984126140928,1777919984205436416,0
0,2,1200,GEMM(14,14,6),1777919984205439488,1777919984284742144,0
0,2,1203,GEMM(15,8,6),1777919984284745216,1777919984364049920,0
0,2,1205,GEMM(15,10,6),1777919984364054016,1777919984443356672,0
0,2,1207,GEMM(15,12,6),1777919984443360768,1777919984522664448,0
0,2,1209,GEMM(15,14,6),1777919984522667520,1777919984601966080,0
0,2,1213,TRSM_L(7,8),1777919990812885504,1777919990919876096,1777919984601968128
0,2,1217,TRSM_L(7,10),1777919990919882240,1777919991026949632,1777919990919879168
0,2,1221,TRSM_L(7,12),1777919991026956800,1777919991133974016,1777919991026952704
0,2,1225,TRSM_L(7,14),1777919991133981184,1777919991241168384,1777919991133977088
0,2,1228,GEMM(8,8,7),1777919991241175552,1777919991432545792,1777919991241172480
0,2,1230,GEMM(8,10,7),1777919991432552960,1777919991623805440,1777919991432548864
0,2,1232,GEMM(8,12,7),1777919991623812608,1777919991815100928,1777919991623808512
0,2,1234,GEMM(8,14,7),1777919991815108096,1777919992006365696,1777919991815104000
0,2,1236,GEMM(9,8,7),1777919992006372864,1777919992216622592,1777919992006369792
0,2,1238,GEMM(9,10,7),1777919992216628736,1777919992426754560,1777919992216625664
0,2,1240,GEMM(9,12,7),1777919992426761728,1777919992636849664,1777919992426758656
0,2,1242,GEMM(9,14,7),1777919992636856832,1777919992847000064,1777919992636853760
0,2,1244,GEMM(10,8,7),1777919992847007232,1777919993042731520,1777919992847004160
0,2,1246,GEMM(10,10,7),1777919993042739712,1777919993238415872,1777919993042735616
0,2,1248,GEMM(10,12,7),1777919993238423040,1777919993434097152,1777919993238419968
0,2,1250,GEMM(10,14,7),1777919993434104320,1777919993629798912,1777919993434101248
0,2,1252,GEMM(11,8,7),1777919993629806080,1777919993839827456,1777919993629803008
0,2,1254,GEMM(11,10,7),1777919993839834624,1777919994049896960,1777919993839830528
0,2,1256,GEMM(11,12,7),1777919994049904128,1777919994259967488,1777919994049900032
0,2,1258,GEMM(11,14,7),1777919994259974656,1777919994469969408,1777919994259971584
0,2,1260,GEMM(12,8,7),1777919994469976576,1777919994661330432,1777919994469973504
0,2,1262,GEMM(12,10,7),1777919994661337600,1777919994852565504,1777919994661333504
0,2,1264,GEMM(12,12,7),1777919994852572672,1777919995043929600,1777919994852568576
0,2,1266,GEMM(12,14,7),1777919995043936768,1777919995235332608,1777919995043932672
0,2,1268,GEMM(13,8,7),1777919995235339776,1777919995445674496,1777919995235336704
0,2,1270,GEMM(13,10,7),1777919995445681664,1777919995656014336,1777919995445677568
0,2,1272,GEMM(13,12,7),1777919995656021504,1777919995866304000,1777919995656017408
0,2,1274,GEMM(13,14,7),1777919995866310144,1777919996076596736,1777919995866307072
0,2,1276,GEMM(14,8,7),1777919996076603904,1777919996272399872,1777919996076600832
0,2,1278,GEMM(14,10,7),1777919996272407040,1777919996468151808,1777919996272403968
0,2,1280,GEMM(14,12,7),1777919996468158976,1777919996664103424,1777919996468155904
0,2,1282,GEMM(14,14,7),1777919996664110592,1777919996859878912,1777919996664107520
0,2,1284,GEMM(15,8,7),1777919996859886080,1777919997070222848,1777919996859881984
0,2,1286,GEMM(15,10,7),1777919997070230016,1777919997280568832,1777919997070226944
0,2,1288,GEMM(15,12,7),1777919997280576000,1777919997491039744,1777919997280571904
0,2,1290,GEMM(15,14,7),1777919997491046912,1777919997701412352,1777919997491043840
0,2,1292,GETRF(8),1777919997701415424,1777919997730531840,0
0,2,1293,TRSM_R(9,8),1777919997730537984,1777919997777620480,0
0,2,1295,TRSM_R(10,8),1777919997777630720,1777919997824673280,0
0,2,1296,TRSM_L(8,10),1777919997824683520,1777919997867173376,0
0,2,1297,TRSM_R(11,8),1777919997867174400,1777919997914419712,0
0,2,1299,TRSM_R(12,8),1777919997914430976,1777919997961571840,0
0,2,1300,TRSM_L(8,12),1777919997961581056,1777919998003983872,0
0,2,1301,TRSM_R(13,8),1777919998003985920,1777919998051123712,0
0,2,1303,TRSM_R(14,8),1777919998051132928,1777919998098229760,0
0,2,1304,TRSM_L(8,14),1777919998098238976,1777919998140647936,0
0,2,1305,TRSM_R(15,8),1777919998140651008,1777919998187790848,0
0,2,1308,GEMM(9,10,8),1777919998187801088,1777919998267101696,0
0,2,1310,GEMM(9,12,8),1777919998267105792,1777919998346416640,0
0,2,1312,GEMM(9,14,8),1777919998346420736,1777919998425730560,0
0,2,1315,GEMM(10,10,8),1777919998425733632,1777919998505041408,0
0,2,1317,GEMM(10,12,8),1777919998505045504,1777919998584351232,0
0,2,1319,GEMM(10,14,8),1777919998584354304,1777919998663663104,0
0,2,1322,GEMM(11,10,8),1777919998663666176,1777919998742977024,0
0,2,1324,GEMM(11,12,8),1777919998742980096,1777919998822287872,0
0,2,1326,GEMM(11,14,8),1777919998822291968,1777919998901604864,0
0,2,1329,GEMM(12,10,8),1777919998901607936,1777919998980912640,0
0,2,1331,GEMM(12,12,8),1777919998980915712,1777919999060217344,0
0,2,1333,GEMM(12,14,8),1777919999060221440,1777919999139523072,0
0,2,1336,GEMM(13,10,8),1777919999139526144,1777919999218831872,0
0,2,1338,GEMM(13,12,8),1777919999218834944,1777919999298139648,0
0,2,1340,GEMM(13,14,8),1777919999298142720,1777919999377442304,0
0,2,1343,GEMM(14,10,8),1777919999377446400,1777919999456741888,0
0,2,1345,GEMM(14,12,8),1777919999456745984,1777919999536049664,0
0,2,1347,GEMM(14,14,8),1777919999536052736,1777919999615353344,0
0,2,1350,GEMM(15,10,8),1777919999615356416,1777919999694664192,0
0,2,1352,GEMM(15,12,8),1777919999694667264,1777919999773963776,0
0,2,1354,GEMM(15,14,8),1777919999773966848,1777919999853267456,0
0,2,1358,TRSM_L(9,10),1777920003842702848,1777920003949708800,1777919999853269504
0,2,1362,TRSM_L(9,12),1777920003949715968,1777920004056922624,1777920003949711872
0,2,1366,TRSM_L(9,14),1777920004056928768,1777920004164283904,1777920004056925696
0,2,1369,GEMM(10,10,9),1777920004164291072,1777920004360166912,1777920004164288000
0,2,1371,GEMM(10,12,9),1777920004360174080,1777920004555969024,1777920004360169984
0,2,1373,GEMM(10,14,9),1777920004555976192,1777920004751824384,1777920004555972096
0,2,1375,GEMM(11,10,9),1777920004751831552,1777920004962211328,1777920004751828480
0,2,1377,GEMM(11,12,9),1777920004962218496,1777920005172516352,1777920004962215424
0,2,1379,GEMM(11,14,9),1777920005172523520,1777920005382769152,1777920005172520448
0,2,1381,GEMM(12,10,9),1777920005382776320,1777920005574160896,1777920005382772224
0,2,1383,GEMM(12,12,9),1777920005574168064,1777920005765529088,1777920005574164992
0,2,1385,GEMM(12,14,9),1777920005765536256,1777920005956918784,1777920005765533184
0,2,1387,GEMM(13,10,9),1777920005956925952,1777920006167294464,1777920005956922880
0,2,1389,GEMM(13,12,9),1777920006167301632,1777920006377818624,1777920006167298560
0,2,1391,GEMM(13,14,9),1777920006377825792,1777920006588250624,1777920006377822720
0,2,1393,GEMM(14,10,9),1777920006588257792,1777920006784162304,1777920006588254720
0,2,1395,GEMM(14,12,9),1777920006784169472,1777920006979966464,1777920006784165376
0,2,1397,GEMM(14,14,9),1777920006979973632,1777920007175844352,1777920006979970560
0,2,1399,GEMM(15,10,9),1777920007175851520,1777920007386297856,1777920007175848448
0,2,1401,GEMM(15,12,9),1777920007386305024,1777920007596733952,1777920007386301952
0,2,1403,GEMM(15,14,9),1777920007596742144,1777920007807292928,1777920007596738048
0,2,1405,GETRF(10),1777920007807296000,1777920007836416512,0
0,2,1406,TRSM_R(11,10),1777920007836422656,1777920007883463168,0
0,2,1408,TRSM_R(12,10),1777920007883470336,1777920007930567168,0
0,2,1409,TRSM_L(10,12),1777920007930575360,1777920007973099008,0
0,2,1410,TRSM_R(13,10),1777920007973101056,1777920008020364800,0
0,2,1412,TRSM_R(14,10),1777920008020371968,1777920008067517952,0
0,2,1413,TRSM_L(10,14),1777920008067526144,1777920008109943296,0
0,2,1414,TRSM_R(15,10),1777920008109945344,1777920008157092352,0
0,2,1417,GEMM(11,12,10),1777920008157101568,1777920008236416512,0
0,2,1419,GEMM(11,14,10),1777920008236419584,1777920008315735552,0
0,2,1422,GEMM(12,12,10),1777920008315739648,1777920008395052544,0
0,2,1424,GEMM(12,14,10),1777920008395056640,1777920008474366464,0
0,2,1427,GEMM(13,12,10),1777920008474369536,1777920008553669120,0
0,2,1429,GEMM(13,14,10),1777920008553672192,1777920008632980992,0
0,2,1432,GEMM(14,12,10),1777920008632984064,1777920008712284672,0
0,2,1434,GEMM(14,14,10),1777920008712287744,1777920008791592448,0
0,2,1437,GEMM(15,12,10),1777920008791596544,1777920008870883840,0
0,2,1439,GEMM(15,14,10),1777920008870887936,1777920008950189568,0
0,2,1443,TRSM_L(11,12),1777920011219706368,1777920011327059456,1777920008950191616
0,2,1447,TRSM_L(11,14),1777920011327065600,1777920011434176000,1777920011327062528
0,2,1450,GEMM(12,12,11),1777920011434182144,1777920011625461248,1777920011434179072
0,2,1452,GEMM(12,14,11),1777920011625468416,1777920011816732160,1777920011625465344
0,2,1454,GEMM(13,12,11),1777920011816739328,1777920012026963456,1777920011816735232
0,2,1456,GEMM(13,14,11),1777920012026970624,1777920012237219328,1777920012026967552
0,2,1458,GEMM(14,12,11),1777920012237226496,1777920012432929280,1777920012237222400
0,2,1460,GEMM(14,14,11),1777920012432936448,1777920012628680192,1777920012432933376
0,2,1462,GEMM(15,12,11),1777920012628687360,1777920012838937088,1777920012628684288
0,2,1464,GEMM(15,14,11),1777920012838944256,1777920013049228800,1777920012838941184
0,2,1466,GETRF(12),1777920013049232896,1777920013078351360,0
0,2,1467,TRSM_R(13,12),1777920013078356480,1777920013125452288,0
0,2,1469,TRSM_R(14,12),1777920013125462528,1777920013172666880,0
0,2,1470,TRSM_L(12,14),1777920013172677120,1777920013215173120,0
0,2,1471,TRSM_R(15,12),1777920013215175168,1777920013262328320,0
0,2,1474,GEMM(13,14,12),1777920013262338560,1777920013341657600,0
0,2,1477,GEMM(14,14,12),1777920013341660672,1777920013420984832,0
0,2,1480,GEMM(15,14,12),1777920013420987904,1777920013500312064,0
0,2,1484,TRSM_L(13,14),1777920014533808640,1777920014640934400,1777920013500313088
0,2,1487,GEMM(14,14,13),1777920014640941568,1777920014836849152,1777920014640938496
0,2,1489,GEMM(15,14,13),1777920014836856320,1777920015047199232,1777920014836853248
0,2,1491,GETRF(14),1777920015047202304,1777920015076336128,0
0,2,1492,TRSM_R(15,14),1777920015076343296,1777920015123444224,0
0,3,0,GETRF(0),1777920017490621184,1777920017519774464,0
0,3,1,TRSM_R(1,0),1777920017519780608,1777920017566877440,0
0,3,3,TRSM_R(2,0),1777920017566886656,1777920017613977344,0
0,3,4,TRSM_L(0,2),1777920017613987584,1777920017656432384,0
0,3,5,TRSM_R(3,0),1777920017656433408,1777920017703525120,0
0,3,7,TRSM_R(4,0),1777920017703536384,1777920017750588160,0
0,3,8,TRSM_L(0,4),1777920017750598400,1777920017792997120,0
0,3,9,TRSM_R(5,0),1777920017792998144,1777920017840128768,0
0,3,11,TRSM_R(6,0),1777920017840136960,1777920017887268608,0
0,3,12,TRSM_L(0,6),1777920017887277824,1777920017929687808,0
0,3,13,TRSM_R(7,0),1777920017929689856,1777920017976783616,0
0,3,15,TRSM_R(8,0),1777920017976791808,1777920018023858944,0
0,3,16,TRSM_L(0,8),1777920018023869184,1777920018066268928,0
0,3,17,TRSM_R(9,0),1777920018066269952,1777920018113355520,0
0,3,19,TRSM_R(10,0),1777920018113363712,1777920018160488192,0
0,3,20,TRSM_L(0,10),1777920018160497408,1777920018202902272,0
